Customer_ID,Region,Age_Band,Account_Type,Account_Tenure_Years
106700,London,45-54,Premier,10.4
106701,North West,65+,Current,10.7
106702,London,45-54,Current,12.2
106703,Wales,45-54,Current,2.2
106704,West Midlands,18-24,Savings,7.0
106705,London,25-34,Savings,1.8
106706,London,18-24,Premier,18.4
106707,West Midlands,35-44,Current,8.1
106708,London,35-44,Current,14.6
106709,London,45-54,Current,18.4
106710,West Midlands,45-54,Current,6.3
106711,West Midlands,25-34,Current,1.8
106712,East of England,45-54,Premier,6.8
106713,North West,65+,Current,13.5
106714,London,25-34,Current,10.0
106715,London,45-54,Savings,1.6
106716,South West,18-24,Current,1.5
106717,South East,45-54,Savings,14.0
106718,South West,55-64,Current,14.8
106719,London,18-24,Current,2.3
106720,London,35-44,Current,15.9
106721,Yorkshire and Humber,65+,Current,7.0
106722,Yorkshire and Humber,25-34,Savings,1.5
106723,Yorkshire and Humber,55-64,Current,6.7
106724,West Midlands,45-54,Current,14.6
106725,Yorkshire and Humber,25-34,Premier,13.1
106726,Yorkshire and Humber,55-64,Current,9.7
106727,East Midlands,45-54,Current,5.7
106728,North West,25-34,Premier,8.4
106729,South East,65+,Current,7.7
106730,London,45-54,Savings,7.9
106731,South West,55-64,Current,9.8
106732,London,25-34,Student,9.2
106733,East of England,25-34,Current,2.1
106734,South West,55-64,Current,5.9
106735,West Midlands,45-54,Premier,2.7
106736,Wales,35-44,Current,12.1
106737,East Midlands,55-64,Current,8.5
106738,London,45-54,Current,13.5
106739,South West,35-44,Current,1.8
106740,Yorkshire and Humber,55-64,Current,7.0
106741,London,45-54,Current,3.7
106742,Yorkshire and Humber,45-54,Current,1.9
106743,East Midlands,55-64,Premier,15.5
106744,East Midlands,45-54,Savings,2.7
106745,West Midlands,65+,Premier,3.6
106746,West Midlands,55-64,Current,7.4
106747,London,35-44,Current,5.9
106748,London,35-44,Current,18.4
106749,London,65+,Current,19.8
106750,South East,65+,Current,8.5
106751,East Midlands,25-34,Savings,4.1
106752,North West,35-44,Savings,10.0
106753,South East,35-44,Current,10.0
106754,East of England,65+,Current,9.4
106755,London,65+,Current,0.5
106756,East Midlands,55-64,Current,2.7
106757,South West,35-44,Current,2.9
106758,East of England,65+,Student,7.1
106759,Yorkshire and Humber,18-24,Current,11.7
106760,North West,35-44,Current,17.6
106761,East Midlands,35-44,Savings,4.5
106762,London,45-54,Premier,15.4
106763,East of England,45-54,Savings,4.6
106764,South East,25-34,Current,0.7
106765,North West,25-34,Current,13.0
106766,London,55-64,Savings,4.4
106767,South West,25-34,Savings,18.4
106768,London,45-54,Premier,18.7
106769,South West,25-34,Current,2.2
106770,Yorkshire and Humber,35-44,Savings,4.0
106771,Yorkshire and Humber,35-44,Current,4.3
106772,London,55-64,Current,18.2
106773,London,35-44,Current,1.7
106774,Wales,35-44,Current,15.0
106775,London,55-64,Current,5.8
106776,Yorkshire and Humber,25-34,Current,11.7
106777,Yorkshire and Humber,55-64,Savings,3.6
106778,London,25-34,Current,16.1
106779,Yorkshire and Humber,65+,Current,13.4
106780,South East,18-24,Savings,0.5
106781,Yorkshire and Humber,45-54,Current,4.8
106782,Yorkshire and Humber,45-54,Current,9.4
106783,London,45-54,Premier,10.7
106784,East Midlands,55-64,Current,16.6
106785,South East,25-34,Current,7.8
106786,London,35-44,Savings,18.5
106787,London,65+,Current,4.0
106788,South East,65+,Current,17.2
106789,South East,45-54,Savings,18.1
106790,South West,45-54,Current,12.6
106791,Yorkshire and Humber,55-64,Current,19.4
106792,North West,55-64,Student,8.3
106793,South East,65+,Current,14.0
106794,London,55-64,Current,0.3
106795,London,35-44,Current,5.6
106796,London,45-54,Current,11.4
106797,South East,35-44,Premier,17.5
106798,West Midlands,25-34,Savings,19.1
106799,London,55-64,Current,11.6
106800,West Midlands,45-54,Current,17.1
106801,Yorkshire and Humber,18-24,Current,16.0
106802,South East,45-54,Savings,15.5
106803,London,35-44,Current,2.3
106804,Yorkshire and Humber,18-24,Premier,9.6
106805,East of England,45-54,Current,9.8
106806,South East,55-64,Current,15.8
106807,London,45-54,Premier,11.8
106808,North East,18-24,Student,16.4
106809,Yorkshire and Humber,45-54,Current,19.1
106810,South West,18-24,Current,11.1
106811,West Midlands,65+,Student,15.9
106812,North West,25-34,Savings,11.3
106813,Yorkshire and Humber,65+,Savings,12.6
106814,West Midlands,18-24,Savings,9.6
106815,London,25-34,Premier,19.2
106816,West Midlands,35-44,Current,16.4
106817,London,55-64,Current,15.1
106818,West Midlands,65+,Current,6.7
106819,West Midlands,45-54,Savings,9.8
106820,North East,35-44,Current,17.3
106821,South East,18-24,Current,18.7
106822,North East,45-54,Savings,20.0
106823,London,35-44,Current,14.7
106824,East Midlands,65+,Premier,14.6
106825,London,35-44,Current,2.0
106826,London,55-64,Savings,15.1
106827,East Midlands,55-64,Current,7.0
106828,East of England,25-34,Current,17.3
106829,London,35-44,Current,0.3
106830,South East,65+,Current,18.7
106831,London,35-44,Savings,9.7
106832,London,45-54,Savings,2.6
106833,North West,65+,Current,12.1
106834,Wales,25-34,Current,13.9
106835,Yorkshire and Humber,65+,Premier,15.6
106836,West Midlands,35-44,Current,14.1
106837,East Midlands,45-54,Premier,11.1
106838,London,35-44,Current,1.7
106839,Wales,45-54,Current,17.3
106840,East of England,18-24,Current,19.7
106841,South East,18-24,Current,15.6
106842,Wales,35-44,Student,0.8
106843,South East,35-44,Savings,15.1
106844,Yorkshire and Humber,45-54,Savings,5.5
106845,London,18-24,Savings,19.2
106846,East Midlands,25-34,Savings,1.4
106847,North West,25-34,Savings,1.9
106848,Yorkshire and Humber,35-44,Savings,3.7
106849,West Midlands,25-34,Savings,15.1
106850,North East,25-34,Current,13.1
106851,Wales,45-54,Current,14.6
106852,Yorkshire and Humber,55-64,Current,7.1
106853,South East,45-54,Current,17.6
106854,Yorkshire and Humber,35-44,Current,9.0
106855,West Midlands,55-64,Current,2.8
106856,Yorkshire and Humber,45-54,Current,15.4
106857,North West,45-54,Current,10.6
106858,North West,25-34,Savings,11.9
106859,North West,25-34,Savings,7.8
106860,West Midlands,35-44,Current,14.2
106861,North West,25-34,Premier,0.8
106862,East of England,45-54,Premier,9.9
106863,East Midlands,35-44,Student,8.6
106864,North West,25-34,Current,15.0
106865,London,25-34,Current,5.4
106866,Yorkshire and Humber,25-34,Current,4.8
106867,London,35-44,Savings,6.5
106868,East Midlands,18-24,Savings,9.7
106869,London,45-54,Savings,4.3
106870,London,35-44,Savings,13.7
106871,South East,45-54,Premier,6.7
106872,London,65+,Current,8.5
106873,London,65+,Premier,11.2
106874,Yorkshire and Humber,45-54,Savings,7.6
106875,North West,35-44,Current,14.1
106876,London,55-64,Savings,13.2
106877,East Midlands,65+,Current,15.2
106878,North West,35-44,Current,10.5
106879,South East,25-34,Premier,7.4
106880,West Midlands,55-64,Current,4.1
106881,East Midlands,18-24,Current,8.8
106882,South East,55-64,Premier,17.5
106883,Yorkshire and Humber,25-34,Current,2.5
106884,South West,25-34,Current,4.4
106885,North East,55-64,Current,13.3
106886,North East,45-54,Current,11.5
106887,Yorkshire and Humber,45-54,Current,18.3
106888,North West,55-64,Current,0.7
106889,London,55-64,Savings,17.6
106890,London,35-44,Current,14.5
106891,London,65+,Current,15.5
106892,North West,35-44,Current,7.6
106893,East Midlands,25-34,Current,6.2
106894,North West,55-64,Savings,0.4
106895,West Midlands,35-44,Current,15.8
106896,West Midlands,65+,Current,3.3
106897,East of England,18-24,Current,4.6
106898,East Midlands,25-34,Current,5.6
106899,London,18-24,Current,17.4
106900,North East,45-54,Current,5.8
106901,Yorkshire and Humber,55-64,Current,8.6
106902,London,35-44,Current,15.0
106903,South East,25-34,Current,17.9
106904,North West,35-44,Savings,15.8
106905,London,35-44,Current,10.8
106906,South West,45-54,Current,0.1
106907,South East,45-54,Current,3.2
106908,South West,25-34,Current,5.1
106909,Wales,35-44,Current,8.3
106910,Yorkshire and Humber,45-54,Current,7.3
106911,South East,25-34,Current,10.3
106912,London,35-44,Current,8.3
106913,South East,45-54,Current,14.5
106914,South East,35-44,Premier,1.1
106915,South East,18-24,Savings,19.9
106916,East of England,25-34,Current,16.9
106917,Yorkshire and Humber,55-64,Premier,6.8
106918,South East,25-34,Current,8.0
106919,North West,55-64,Current,19.3
106920,London,35-44,Current,18.7
106921,South East,35-44,Premier,7.9
106922,South West,55-64,Current,1.3
106923,Yorkshire and Humber,35-44,Savings,19.8
106924,London,25-34,Savings,13.1
106925,Yorkshire and Humber,25-34,Current,13.9
106926,West Midlands,45-54,Current,5.6
106927,North West,35-44,Current,16.4
106928,East of England,55-64,Savings,11.2
106929,North West,35-44,Current,9.5
106930,Wales,35-44,Current,14.8
106931,North West,35-44,Current,7.5
106932,South East,25-34,Savings,8.6
106933,London,55-64,Savings,13.1
106934,South East,25-34,Current,12.8
106935,London,65+,Current,19.4
106936,South East,18-24,Current,11.3
106937,East of England,45-54,Current,6.5
106938,London,18-24,Current,5.8
106939,East Midlands,55-64,Savings,10.7
106940,North West,25-34,Current,2.5
106941,South East,45-54,Current,11.8
106942,London,65+,Current,7.9
106943,London,45-54,Current,7.1
106944,London,25-34,Current,3.9
106945,Yorkshire and Humber,55-64,Savings,10.0
106946,South East,35-44,Current,0.8
106947,South East,18-24,Current,12.2
106948,South East,35-44,Current,5.8
106949,South East,55-64,Current,18.1
106950,East of England,35-44,Student,10.6
106951,London,55-64,Savings,15.6
106952,North East,55-64,Savings,17.0
106953,West Midlands,35-44,Student,17.6
106954,London,35-44,Student,17.4
106955,South East,55-64,Current,4.6
106956,London,35-44,Current,6.1
106957,North West,25-34,Savings,14.2
106958,London,35-44,Current,10.8
106959,Yorkshire and Humber,65+,Current,12.2
106960,East of England,35-44,Premier,13.6
106961,Yorkshire and Humber,25-34,Current,2.4
106962,West Midlands,25-34,Current,3.4
106963,London,18-24,Current,12.8
106964,Yorkshire and Humber,65+,Current,12.5
106965,West Midlands,45-54,Current,16.4
106966,London,55-64,Current,13.9
106967,London,55-64,Current,4.2
106968,West Midlands,35-44,Current,1.5
106969,London,55-64,Current,7.9
106970,London,65+,Current,7.5
106971,South East,55-64,Current,15.4
106972,Yorkshire and Humber,55-64,Current,13.5
106973,North West,35-44,Savings,17.5
106974,North East,55-64,Current,10.1
106975,London,25-34,Premier,5.8
106976,East Midlands,55-64,Savings,10.1
106977,South West,35-44,Current,4.4
106978,West Midlands,45-54,Current,1.3
106979,South West,65+,Current,10.0
106980,South East,45-54,Current,8.3
106981,North East,18-24,Premier,0.7
106982,North East,55-64,Savings,14.5
106983,North West,65+,Savings,12.9
106984,South East,45-54,Savings,1.6
106985,North West,65+,Premier,14.2
106986,London,55-64,Student,1.7
106987,London,65+,Current,10.4
106988,East Midlands,35-44,Current,12.5
106989,East Midlands,35-44,Current,10.0
106990,East Midlands,55-64,Current,15.0
106991,West Midlands,65+,Current,7.8
106992,North West,25-34,Current,4.3
106993,East of England,25-34,Savings,9.8
106994,London,35-44,Current,6.9
106995,South West,55-64,Savings,3.1
106996,South West,65+,Current,9.5
106997,South East,45-54,Current,4.1
106998,Yorkshire and Humber,25-34,Student,9.5
106999,East of England,35-44,Current,11.9
107000,South East,55-64,Savings,15.7
107001,South East,35-44,Student,17.1
107002,East of England,25-34,Current,13.4
107003,London,35-44,Current,17.9
107004,London,55-64,Current,11.2
107005,East of England,45-54,Current,14.2
107006,London,25-34,Premier,15.4
107007,South West,35-44,Savings,16.5
107008,East Midlands,65+,Current,15.1
107009,East Midlands,35-44,Savings,18.1
107010,London,35-44,Premier,9.5
107011,East Midlands,25-34,Current,19.1
107012,Wales,35-44,Current,8.1
107013,East Midlands,55-64,Savings,1.5
107014,South East,55-64,Savings,3.7
107015,North West,35-44,Current,11.2
107016,North East,65+,Current,0.4
107017,Yorkshire and Humber,35-44,Current,3.2
107018,East Midlands,65+,Current,7.5
107019,East Midlands,18-24,Savings,12.5
107020,London,35-44,Current,3.4
107021,Wales,55-64,Savings,11.5
107022,Wales,65+,Current,13.3
107023,Yorkshire and Humber,55-64,Savings,15.3
107024,London,45-54,Savings,13.2
107025,West Midlands,55-64,Current,5.1
107026,London,55-64,Current,19.9
107027,London,25-34,Current,17.8
107028,North West,35-44,Savings,7.5
107029,London,45-54,Savings,0.7
107030,East of England,45-54,Current,10.6
107031,East Midlands,65+,Premier,17.3
107032,North West,35-44,Savings,16.5
107033,West Midlands,25-34,Current,18.0
107034,West Midlands,25-34,Current,19.4
107035,West Midlands,55-64,Current,14.3
107036,London,18-24,Current,3.3
107037,West Midlands,65+,Premier,0.8
107038,South East,18-24,Savings,3.1
107039,East of England,35-44,Current,4.1
107040,East of England,55-64,Current,1.3
107041,South East,35-44,Current,9.1
107042,West Midlands,55-64,Current,15.7
107043,East Midlands,25-34,Current,0.2
107044,North West,45-54,Savings,16.1
107045,North East,45-54,Savings,18.5
107046,North East,65+,Premier,3.1
107047,Yorkshire and Humber,25-34,Current,0.5
107048,North West,35-44,Current,9.6
107049,London,45-54,Savings,17.4
107050,North West,65+,Current,14.8
107051,Wales,55-64,Current,0.8
107052,North West,55-64,Premier,13.5
107053,Yorkshire and Humber,45-54,Savings,16.4
107054,Yorkshire and Humber,45-54,Student,5.5
107055,West Midlands,55-64,Current,13.1
107056,Yorkshire and Humber,65+,Current,9.9
107057,East of England,55-64,Current,4.2
107058,West Midlands,55-64,Current,18.0
107059,London,65+,Current,4.5
107060,Yorkshire and Humber,25-34,Student,16.8
107061,West Midlands,35-44,Current,14.1
107062,East Midlands,65+,Current,4.5
107063,North West,45-54,Student,14.3
107064,East Midlands,25-34,Savings,0.6
107065,Yorkshire and Humber,45-54,Current,4.8
107066,South West,45-54,Current,5.8
107067,South East,55-64,Current,17.8
107068,North East,55-64,Current,18.3
107069,Yorkshire and Humber,18-24,Current,5.5
107070,South East,35-44,Savings,9.5
107071,South East,18-24,Savings,19.6
107072,North West,65+,Premier,13.4
107073,North West,25-34,Current,1.5
107074,London,45-54,Current,7.9
107075,South West,45-54,Current,8.5
107076,London,45-54,Premier,6.2
107077,North West,45-54,Student,10.4
107078,Wales,55-64,Premier,14.7
107079,West Midlands,45-54,Current,13.9
107080,North East,25-34,Current,7.1
107081,South West,35-44,Current,14.8
107082,South West,45-54,Current,10.7
107083,South West,35-44,Current,15.4
107084,West Midlands,55-64,Current,2.4
107085,London,35-44,Current,8.2
107086,South East,55-64,Current,8.0
107087,South East,25-34,Premier,7.1
107088,North West,55-64,Savings,14.0
107089,West Midlands,25-34,Savings,11.2
107090,North West,45-54,Current,7.8
107091,London,35-44,Savings,10.8
107092,London,45-54,Current,14.1
107093,South West,25-34,Current,13.5
107094,South East,55-64,Current,15.2
107095,South East,45-54,Current,17.0
107096,North West,65+,Student,14.8
107097,London,55-64,Student,3.7
107098,Yorkshire and Humber,45-54,Current,16.9
107099,North West,55-64,Current,6.7
107100,East Midlands,25-34,Current,13.4
107101,Yorkshire and Humber,45-54,Current,19.8
107102,North West,35-44,Savings,6.0
107103,London,55-64,Savings,5.5
107104,East Midlands,18-24,Savings,3.7
107105,North West,35-44,Current,19.7
107106,East Midlands,45-54,Current,8.6
107107,London,35-44,Current,15.7
107108,London,25-34,Current,1.1
107109,Yorkshire and Humber,35-44,Current,3.7
107110,West Midlands,55-64,Current,1.4
107111,North East,25-34,Current,16.3
107112,London,35-44,Current,2.2
107113,South East,65+,Savings,18.5
107114,London,65+,Current,13.3
107115,South West,18-24,Current,18.2
107116,East of England,45-54,Premier,8.2
107117,Yorkshire and Humber,18-24,Student,10.6
107118,South East,65+,Current,0.6
107119,North West,35-44,Current,9.4
107120,South East,35-44,Current,11.9
107121,Yorkshire and Humber,35-44,Premier,2.1
107122,East Midlands,45-54,Current,19.6
107123,North East,25-34,Current,0.2
107124,East of England,55-64,Savings,5.4
107125,North West,45-54,Savings,12.4
107126,Wales,45-54,Current,10.0
107127,North West,55-64,Current,4.9
107128,London,25-34,Current,19.7
107129,East of England,25-34,Current,3.9
107130,North West,35-44,Current,11.4
107131,London,55-64,Savings,2.4
107132,South East,18-24,Savings,1.2
107133,West Midlands,55-64,Savings,9.8
107134,Yorkshire and Humber,45-54,Savings,16.1
107135,North West,45-54,Current,10.7
107136,South East,45-54,Current,5.9
107137,West Midlands,18-24,Savings,0.4
107138,North West,25-34,Current,18.8
107139,South East,55-64,Current,4.3
107140,West Midlands,35-44,Current,11.5
107141,Yorkshire and Humber,45-54,Savings,0.4
107142,South East,65+,Current,2.0
107143,South East,18-24,Current,3.5
107144,West Midlands,35-44,Current,2.3
107145,East of England,35-44,Savings,10.7
107146,South East,25-34,Current,8.0
107147,Yorkshire and Humber,65+,Current,16.0
107148,South East,65+,Savings,2.4
107149,South East,35-44,Savings,8.7
107150,London,65+,Current,8.6
107151,London,18-24,Current,4.7
107152,South East,65+,Premier,2.0
107153,Wales,55-64,Current,0.3
107154,London,25-34,Student,0.5
107155,South West,45-54,Savings,8.0
